Date,District,Market Type,Commercial Type,Quality Grade,Price,, 
6/30/2020,Gampaha,Local,Keti,Standard,500,,
6/30/2020,Gampaha,Local,Korikan,Premium,200,,
6/30/2020,Gampaha,Local,Korikan,Standard,100,,
7/7/2020,Kurunegala,Export,Peedunu,Premium,1500,,
7/7/2020,Kurunegala,Export,Peedunu,Standard,1000,,
7/7/2020,Kurunegala,Export,Kanda,Premium,1500,,
7/7/2020,Kurunegala,Export,Kanda,Standard,1000,,
7/7/2020,Kurunegala,Local,Peedunu,Premium,1000,,
7/7/2020,Kurunegala,Local,Peedunu,Standard,800,,
7/7/2020,Kurunegala,Local,Keti,Premium,600,,
7/7/2020,Kurunegala,Local,Keti,Standard,400,,
7/7/2020,Kurunegala,Local,Korikan,Premium,200,,
7/7/2020,Kurunegala,Local,Korikan,Standard,100,,
7/7/2020,Gampaha,Export,Peedunu,Premium,2500,,
7/7/2020,Gampaha,Export,Peedunu,Standard,1800,,
7/7/2020,Gampaha,Export,Kanda,Premium,2000,,
7/7/2020,Gampaha,Export,Kanda,Standard,1500,,
7/7/2020,Gampaha,Local,Peedunu,Premium,1500,,
7/7/2020,Gampaha,Local,Peedunu,Standard,1000,,
7/7/2020,Gampaha,Local,Keti,Premium,700,,
7/7/2020,Gampaha,Local,Keti,Standard,500,,
7/7/2020,Gampaha,Local,Korikan,Premium,200,,
7/7/2020,Gampaha,Local,Korikan,Standard,100,,
7/14/2020,Kurunegala,Export,Peedunu,Premium,1500,,
7/14/2020,Kurunegala,Export,Peedunu,Standard,1000,,
7/14/2020,Kurunegala,Export,Kanda,Premium,1500,,
7/14/2020,Kurunegala,Export,Kanda,Standard,1000,,
7/14/2020,Kurunegala,Local,Peedunu,Premium,800,,
7/14/2020,Kurunegala,Local,Peedunu,Standard,500,,
7/14/2020,Kurunegala,Local,Keti,Premium,400,,
7/14/2020,Kurunegala,Local,Keti,Standard,200,,
7/14/2020,Kurunegala,Local,Korikan,Premium,100,,
7/14/2020,Kurunegala,Local,Korikan,Standard,50,,
7/14/2020,Gampaha,Export,Peedunu,Premium,2000,,
7/14/2020,Gampaha,Export,Peedunu,Standard,1000,,
7/14/2020,Gampaha,Export,Kanda,Premium,2000,,
7/14/2020,Gampaha,Export,Kanda,Standard,1000,,
7/14/2020,Gampaha,Local,Peedunu,Premium,1000,,
7/14/2020,Gampaha,Local,Peedunu,Standard,700,,
7/14/2020,Gampaha,Local,Keti,Premium,500,,
7/14/2020,Gampaha,Local,Keti,Standard,200,,
7/14/2020,Gampaha,Local,Korikan,Premium,200,,
7/14/2020,Gampaha,Local,Korikan,Standard,100,,
7/21/2020,Kurunegala,Export,Peedunu,Premium,1500,,
7/21/2020,Kurunegala,Export,Peedunu,Standard,1000,,
7/21/2020,Kurunegala,Export,Kanda,Premium,1500,,
7/21/2020,Kurunegala,Export,Kanda,Standard,1000,,
7/21/2020,Kurunegala,Local,Peedunu,Premium,800,,
7/21/2020,Kurunegala,Local,Peedunu,Standard,500,,
7/21/2020,Kurunegala,Local,Keti,Premium,400,,
7/21/2020,Kurunegala,Local,Keti,Standard,200,,
7/21/2020,Kurunegala,Local,Korikan,Premium,100,,
7/21/2020,Kurunegala,Local,Korikan,Standard,50,,
7/21/2020,Gampaha,Export,Peedunu,Premium,2000,,
7/21/2020,Gampaha,Export,Peedunu,Standard,1000,,
7/21/2020,Gampaha,Export,Kanda,Premium,2000,,
7/21/2020,Gampaha,Export,Kanda,Standard,1000,,
7/21/2020,Gampaha,Local,Peedunu,Premium,1000,,
7/21/2020,Gampaha,Local,Peedunu,Standard,700,,
7/21/2020,Gampaha,Local,Keti,Premium,500,,
7/21/2020,Gampaha,Local,Keti,Standard,200,,
7/21/2020,Gampaha,Local,Korikan,Premium,200,,
7/21/2020,Gampaha,Local,Korikan,Standard,100,,
7/28/2020,Kurunegala,Export,Peedunu,Premium,1500,,
7/28/2020,Kurunegala,Export,Peedunu,Standard,1000,,
7/28/2020,Kurunegala,Export,Kanda,Premium,1500,,
7/28/2020,Kurunegala,Export,Kanda,Standard,1000,,
7/28/2020,Kurunegala,Local,Peedunu,Premium,800,,
7/28/2020,Kurunegala,Local,Peedunu,Standard,500,,
7/28/2020,Kurunegala,Local,Keti,Premium,400,,
7/28/2020,Kurunegala,Local,Keti,Standard,200,,
7/28/2020,Kurunegala,Local,Korikan,Premium,100,,
7/28/2020,Kurunegala,Local,Korikan,Standard,50,,
7/28/2020,Gampaha,Export,Peedunu,Premium,3500,,
7/28/2020,Gampaha,Export,Peedunu,Standard,2000,,
7/28/2020,Gampaha,Export,Kanda,Premium,2200,,
7/28/2020,Gampaha,Export,Kanda,Standard,1500,,
7/28/2020,Gampaha,Local,Peedunu,Premium,1200,,
7/28/2020,Gampaha,Local,Peedunu,Standard,1000,,
7/28/2020,Gampaha,Local,Keti,Premium,700,,
7/28/2020,Gampaha,Local,Keti,Standard,500,,
7/28/2020,Gampaha,Local,Korikan,Premium,200,,
7/28/2020,Gampaha,Local,Korikan,Standard,100,,
8/4/2020,Kurunegala,Export,Peedunu,Premium,1500,,
8/4/2020,Kurunegala,Export,Peedunu,Standard,1000,,
8/4/2020,Kurunegala,Export,Kanda,Premium,1500,,
8/4/2020,Kurunegala,Export,Kanda,Standard,1000,,
8/4/2020,Kurunegala,Local,Peedunu,Premium,2000,,
8/4/2020,Kurunegala,Local,Peedunu,Standard,2000,,
8/4/2020,Kurunegala,Local,Keti,Premium,1000,,
8/4/2020,Kurunegala,Local,Keti,Standard,1000,,
8/4/2020,Kurunegala,Local,Korikan,Premium,100,,
8/4/2020,Kurunegala,Local,Korikan,Standard,50,,
8/4/2020,Gampaha,Export,Peedunu,Premium,2500,,
8/4/2020,Gampaha,Export,Peedunu,Standard,2000,,
8/4/2020,Gampaha,Export,Kanda,Premium,1500,,
8/4/2020,Gampaha,Export,Kanda,Standard,1000,,
8/4/2020,Gampaha,Local,Peedunu,Premium,1200,,
8/4/2020,Gampaha,Local,Peedunu,Standard,1000,,
8/4/2020,Gampaha,Local,Keti,Premium,800,,
8/4/2020,Gampaha,Local,Keti,Standard,500,,
8/4/2020,Gampaha,Local,Korikan,Premium,200,,
8/4/2020,Gampaha,Local,Korikan,Standard,100,,
8/11/2020,Kurunegala,Export,Peedunu,Premium,2000,,
8/11/2020,Kurunegala,Export,Peedunu,Standard,1500,,
8/11/2020,Kurunegala,Export,Kanda,Premium,2000,,
8/11/2020,Kurunegala,Export,Kanda,Standard,1500,,
8/11/2020,Kurunegala,Local,Peedunu,Premium,1500,,
8/11/2020,Kurunegala,Local,Peedunu,Standard,1000,,
8/11/2020,Kurunegala,Local,Keti,Premium,500,,
8/11/2020,Kurunegala,Local,Keti,Standard,300,,
8/11/2020,Kurunegala,Local,Korikan,Premium,150,,
8/11/2020,Kurunegala,Local,Korikan,Standard,100,,
8/11/2020,Gampaha,Export,Peedunu,Premium,5000,,
8/11/2020,Gampaha,Export,Peedunu,Standard,3000,,
8/11/2020,Gampaha,Export,Kanda,Premium,3000,,
8/11/2020,Gampaha,Export,Kanda,Standard,2000,,
8/11/2020,Gampaha,Local,Peedunu,Premium,2500,,
8/11/2020,Gampaha,Local,Peedunu,Standard,2000,,
8/11/2020,Gampaha,Local,Keti,Premium,1500,,
8/11/2020,Gampaha,Local,Keti,Standard,1000,,
8/11/2020,Gampaha,Local,Korikan,Premium,600,,
8/11/2020,Gampaha,Local,Korikan,Standard,500,,
8/18/2020,Kurunegala,Export,Peedunu,Premium,2500,,
8/18/2020,Kurunegala,Export,Peedunu,Standard,1500,,
8/18/2020,Kurunegala,Export,Kanda,Premium,2000,,
8/18/2020,Kurunegala,Export,Kanda,Standard,1500,,
8/18/2020,Kurunegala,Local,Peedunu,Premium,2000,,
8/18/2020,Kurunegala,Local,Peedunu,Standard,1000,,
8/18/2020,Kurunegala,Local,Keti,Premium,800,,
8/18/2020,Kurunegala,Local,Keti,Standard,400,,
8/18/2020,Kurunegala,Local,Korikan,Premium,200,,
8/18/2020,Kurunegala,Local,Korikan,Standard,100,,
8/18/2020,Gampaha,Export,Peedunu,Premium,3500,,
8/18/2020,Gampaha,Export,Peedunu,Standard,2000,,
8/18/2020,Gampaha,Export,Kanda,Premium,2500,,
8/18/2020,Gampaha,Export,Kanda,Standard,2000,,
8/18/2020,Gampaha,Local,Peedunu,Premium,1800,,
8/18/2020,Gampaha,Local,Peedunu,Standard,1500,,
8/18/2020,Gampaha,Local,Keti,Premium,1000,,
8/18/2020,Gampaha,Local,Keti,Standard,800,,
8/18/2020,Gampaha,Local,Korikan,Premium,300,,
8/18/2020,Gampaha,Local,Korikan,Standard,300,,
8/25/2020,Kurunegala,Export,Peedunu,Premium,5000,,
8/25/2020,Kurunegala,Export,Peedunu,Standard,2500,,
8/25/2020,Kurunegala,Export,Kanda,Premium,6000,,
8/25/2020,Kurunegala,Export,Kanda,Standard,2500,,
8/25/2020,Kurunegala,Local,Peedunu,Premium,4000,,
8/25/2020,Kurunegala,Local,Peedunu,Standard,2000,,
8/25/2020,Kurunegala,Local,Keti,Premium,1000,,
8/25/2020,Kurunegala,Local,Keti,Standard,500,,
8/25/2020,Kurunegala,Local,Korikan,Premium,400,,
8/25/2020,Kurunegala,Local,Korikan,Standard,200,,
8/25/2020,Gampaha,Export,Peedunu,Premium,4500,,
8/25/2020,Gampaha,Export,Peedunu,Standard,3500,,
8/25/2020,Gampaha,Export,Kanda,Premium,3000,,
8/25/2020,Gampaha,Export,Kanda,Standard,2500,,
8/25/2020,Gampaha,Local,Peedunu,Premium,2000,,
8/25/2020,Gampaha,Local,Peedunu,Standard,1700,,
8/25/2020,Gampaha,Local,Keti,Premium,1000,,
8/25/2020,Gampaha,Local,Keti,Standard,800,,
8/25/2020,Gampaha,Local,Korikan,Premium,250,,
8/25/2020,Gampaha,Local,Korikan,Standard,250,,
8/31/2020,Kurunegala,Export,Peedunu,Premium,5000,,
8/31/2020,Kurunegala,Export,Peedunu,Standard,2500,,
8/31/2020,Kurunegala,Export,Kanda,Premium,6000,,
8/31/2020,Kurunegala,Export,Kanda,Standard,2500,,
8/31/2020,Kurunegala,Local,Peedunu,Premium,4000,,
8/31/2020,Kurunegala,Local,Peedunu,Standard,2000,,
8/31/2020,Kurunegala,Local,Keti,Premium,1000,,
8/31/2020,Kurunegala,Local,Keti,Standard,500,,
8/31/2020,Kurunegala,Local,Korikan,Premium,400,,
8/31/2020,Kurunegala,Local,Korikan,Standard,200,,
8/31/2020,Gampaha,Export,Peedunu,Premium,3500,,
8/31/2020,Gampaha,Export,Peedunu,Standard,3000,,
8/31/2020,Gampaha,Export,Kanda,Premium,2500,,
8/31/2020,Gampaha,Export,Kanda,Standard,2000,,
8/31/2020,Gampaha,Local,Peedunu,Premium,1500,,
8/31/2020,Gampaha,Local,Peedunu,Standard,1200,,
8/31/2020,Gampaha,Local,Keti,Premium,700,,
8/31/2020,Gampaha,Local,Keti,Standard,500,,
8/31/2020,Gampaha,Local,Korikan,Premium,200,,
8/31/2020,Gampaha,Local,Korikan,Standard,100,,
9/8/2020,Kurunegala,Export,Peedunu,Premium,3000,,
9/8/2020,Kurunegala,Export,Peedunu,Standard,2500,,
9/8/2020,Kurunegala,Export,Kanda,Premium,3000,,
9/8/2020,Kurunegala,Export,Kanda,Standard,2000,,
9/8/2020,Kurunegala,Local,Peedunu,Premium,1500,,
9/8/2020,Kurunegala,Local,Peedunu,Standard,1000,,
9/8/2020,Kurunegala,Local,Keti,Premium,800,,
9/8/2020,Kurunegala,Local,Keti,Standard,400,,
9/8/2020,Kurunegala,Local,Korikan,Premium,200,,
9/8/2020,Kurunegala,Local,Korikan,Standard,100,,
9/8/2020,Gampaha,Export,Peedunu,Premium,4000,,
9/8/2020,Gampaha,Export,Peedunu,Standard,3000,,
9/8/2020,Gampaha,Export,Kanda,Premium,2000,,
9/8/2020,Gampaha,Export,Kanda,Standard,1500,,
9/8/2020,Gampaha,Local,Peedunu,Premium,1700,,
9/8/2020,Gampaha,Local,Peedunu,Standard,1500,,
9/8/2020,Gampaha,Local,Keti,Premium,1000,,
9/8/2020,Gampaha,Local,Keti,Standard,800,,
9/8/2020,Gampaha,Local,Korikan,Premium,250,,
9/8/2020,Gampaha,Local,Korikan,Standard,200,,
9/15/2020,Kurunegala,Export,Peedunu,Premium,4000,,
9/15/2020,Kurunegala,Export,Peedunu,Standard,3000,,
9/15/2020,Kurunegala,Export,Kanda,Premium,1500,,
9/15/2020,Kurunegala,Export,Kanda,Standard,1000,,
9/15/2020,Kurunegala,Local,Peedunu,Premium,1500,,
9/15/2020,Kurunegala,Local,Peedunu,Standard,800,,
9/15/2020,Kurunegala,Local,Keti,Premium,500,,
9/15/2020,Kurunegala,Local,Keti,Standard,200,,
9/15/2020,Kurunegala,Local,Korikan,Premium,200,,
9/15/2020,Kurunegala,Local,Korikan,Standard,100,,
9/15/2020,Gampaha,Export,Peedunu,Premium,2500,,
9/15/2020,Gampaha,Export,Peedunu,Standard,2000,,
9/15/2020,Gampaha,Export,Kanda,Premium,1500,,
9/15/2020,Gampaha,Export,Kanda,Standard,1000,,
9/15/2020,Gampaha,Local,Peedunu,Premium,1700,,
9/15/2020,Gampaha,Local,Peedunu,Standard,1500,,
9/15/2020,Gampaha,Local,Keti,Premium,700,,
9/15/2020,Gampaha,Local,Keti,Standard,500,,
9/15/2020,Gampaha,Local,Korikan,Premium,250,,
9/15/2020,Gampaha,Local,Korikan,Standard,200,,
9/22/2020,Kurunegala,Export,Peedunu,Premium,4000,,
9/22/2020,Kurunegala,Export,Peedunu,Standard,2000,,
9/22/2020,Kurunegala,Export,Kanda,Premium,2000,,
9/22/2020,Kurunegala,Export,Kanda,Standard,1500,,
9/22/2020,Kurunegala,Local,Peedunu,Premium,2000,,
9/22/2020,Kurunegala,Local,Peedunu,Standard,1500,,
9/22/2020,Kurunegala,Local,Keti,Premium,800,,
9/22/2020,Kurunegala,Local,Keti,Standard,400,,
9/22/2020,Kurunegala,Local,Korikan,Premium,200,,
9/22/2020,Kurunegala,Local,Korikan,Standard,100,,
9/22/2020,Gampaha,Export,Peedunu,Premium,4000,,
9/22/2020,Gampaha,Export,Peedunu,Standard,2500,,
9/22/2020,Gampaha,Export,Kanda,Premium,2500,,
9/22/2020,Gampaha,Export,Kanda,Standard,2000,,
9/22/2020,Gampaha,Local,Peedunu,Premium,2000,,
9/22/2020,Gampaha,Local,Peedunu,Standard,1700,,
9/22/2020,Gampaha,Local,Keti,Premium,1200,,
9/22/2020,Gampaha,Local,Keti,Standard,1000,,
9/22/2020,Gampaha,Local,Korikan,Premium,250,,
9/22/2020,Gampaha,Local,Korikan,Standard,200,,
9/29/2020,Kurunegala,Export,Peedunu,Premium,6000,,
9/29/2020,Kurunegala,Export,Peedunu,Standard,3000,,
9/29/2020,Kurunegala,Export,Kanda,Premium,3000,,
9/29/2020,Kurunegala,Export,Kanda,Standard,2000,,
9/29/2020,Kurunegala,Local,Peedunu,Premium,2500,,
9/29/2020,Kurunegala,Local,Peedunu,Standard,1000,,
9/29/2020,Kurunegala,Local,Keti,Premium,600,,
9/29/2020,Kurunegala,Local,Keti,Standard,300,,
9/29/2020,Kurunegala,Local,Korikan,Premium,200,,
9/29/2020,Kurunegala,Local,Korikan,Standard,100,,
9/29/2020,Gampaha,Export,Peedunu,Premium,4000,,
9/29/2020,Gampaha,Export,Peedunu,Standard,3500,,
9/29/2020,Gampaha,Export,Kanda,Premium,2500,,
9/29/2020,Gampaha,Export,Kanda,Standard,2000,,
9/29/2020,Gampaha,Local,Peedunu,Premium,2000,,
9/29/2020,Gampaha,Local,Peedunu,Standard,1500,,
9/29/2020,Gampaha,Local,Keti,Premium,1200,,
9/29/2020,Gampaha,Local,Keti,Standard,1000,,
9/29/2020,Gampaha,Local,Korikan,Premium,300,,
9/29/2020,Gampaha,Local,Korikan,Standard,200,,
10/6/2020,Kurunegala,Export,Peedunu,Premium,4000,,
10/6/2020,Kurunegala,Export,Peedunu,Standard,2000,,
10/6/2020,Kurunegala,Export,Kanda,Premium,3000,,
10/6/2020,Kurunegala,Export,Kanda,Standard,2000,,
10/6/2020,Kurunegala,Local,Peedunu,Premium,2000,,
10/6/2020,Kurunegala,Local,Peedunu,Standard,1500,,
10/6/2020,Kurunegala,Local,Keti,Premium,800,,
10/6/2020,Kurunegala,Local,Keti,Standard,400,,
10/6/2020,Kurunegala,Local,Korikan,Premium,200,,
10/6/2020,Kurunegala,Local,Korikan,Standard,100,,
10/6/2020,Gampaha,Export,Peedunu,Premium,4000,,
10/6/2020,Gampaha,Export,Peedunu,Standard,2500,,
10/6/2020,Gampaha,Export,Kanda,Premium,2000,,
10/6/2020,Gampaha,Export,Kanda,Standard,1500,,
10/6/2020,Gampaha,Local,Peedunu,Premium,1800,,
10/6/2020,Gampaha,Local,Peedunu,Standard,1500,,
10/6/2020,Gampaha,Local,Keti,Premium,1200,,
10/6/2020,Gampaha,Local,Keti,Standard,800,,
10/6/2020,Gampaha,Local,Korikan,Premium,250,,
10/6/2020,Gampaha,Local,Korikan,Standard,200,,
10/13/2020,Kurunegala,Export,Peedunu,Premium,3000,,
10/13/2020,Kurunegala,Export,Peedunu,Standard,1500,,
10/13/2020,Kurunegala,Export,Kanda,Premium,3000,,
10/13/2020,Kurunegala,Export,Kanda,Standard,1500,,
10/13/2020,Kurunegala,Local,Peedunu,Premium,1200,,
10/13/2020,Kurunegala,Local,Peedunu,Standard,600,,
10/13/2020,Kurunegala,Local,Keti,Premium,500,,
10/13/2020,Kurunegala,Local,Keti,Standard,250,,
10/13/2020,Kurunegala,Local,Korikan,Premium,150,,
10/13/2020,Kurunegala,Local,Korikan,Standard,100,,
10/13/2020,Gampaha,Export,Peedunu,Premium,3000,,
10/13/2020,Gampaha,Export,Peedunu,Standard,1500,,
10/13/2020,Gampaha,Export,Kanda,Premium,3000,,
10/13/2020,Gampaha,Export,Kanda,Standard,1500,,
10/13/2020,Gampaha,Local,Peedunu,Premium,2000,,
10/13/2020,Gampaha,Local,Peedunu,Standard,2000,,
10/13/2020,Gampaha,Local,Keti,Premium,1200,,
10/13/2020,Gampaha,Local,Keti,Standard,1200,,
10/13/2020,Gampaha,Local,Korikan,Premium,150,,
10/13/2020,Gampaha,Local,Korikan,Standard,100,,
12/8/2020,Kurunegala,Export,Peedunu,Premium,3000,,
12/8/2020,Kurunegala,Export,Peedunu,Standard,1500,,
12/8/2020,Kurunegala,Export,Kanda,Premium,3000,,
12/8/2020,Kurunegala,Export,Kanda,Standard,1500,,
12/8/2020,Kurunegala,Local,Peedunu,Premium,1600,,
12/8/2020,Kurunegala,Local,Peedunu,Standard,1500,,
12/8/2020,Kurunegala,Local,Keti,Premium,1000,,
12/8/2020,Kurunegala,Local,Keti,Standard,1000,,
12/8/2020,Kurunegala,Local,Korikan,Premium,150,,
12/8/2020,Kurunegala,Local,Korikan,Standard,100,,
12/8/2020,Gampaha,Export,Peedunu,Premium,3500,,
12/8/2020,Gampaha,Export,Peedunu,Standard,2000,,
12/8/2020,Gampaha,Export,Kanda,Premium,1500,,
12/8/2020,Gampaha,Export,Kanda,Standard,1000,,
12/8/2020,Gampaha,Local,Peedunu,Premium,1000,,
12/8/2020,Gampaha,Local,Peedunu,Standard,800,,
12/8/2020,Gampaha,Local,Keti,Premium,700,,
12/8/2020,Gampaha,Local,Keti,Standard,600,,
12/8/2020,Gampaha,Local,Korikan,Premium,150,,
12/8/2020,Gampaha,Local,Korikan,Standard,100,,
12/15/2020,Kurunegala,Export,Peedunu,Premium,3000,,
12/15/2020,Kurunegala,Export,Peedunu,Standard,1500,,
12/15/2020,Kurunegala,Export,Kanda,Premium,3000,,
12/15/2020,Kurunegala,Export,Kanda,Standard,1500,,
12/15/2020,Kurunegala,Local,Peedunu,Premium,1200,,
12/15/2020,Kurunegala,Local,Peedunu,Standard,1200,,
12/15/2020,Kurunegala,Local,Keti,Premium,800,,
12/15/2020,Kurunegala,Local,Keti,Standard,800,,
12/15/2020,Kurunegala,Local,Korikan,Premium,150,,
12/15/2020,Kurunegala,Local,Korikan,Standard,100,,
12/15/2020,Gampaha,Export,Peedunu,Premium,3000,,
12/15/2020,Gampaha,Export,Peedunu,Standard,1500,,
12/15/2020,Gampaha,Export,Kanda,Premium,1500,,
12/15/2020,Gampaha,Export,Kanda,Standard,1000,,
12/15/2020,Gampaha,Local,Peedunu,Premium,1000,,
12/15/2020,Gampaha,Local,Peedunu,Standard,800,,
12/15/2020,Gampaha,Local,Keti,Premium,600,,
12/15/2020,Gampaha,Local,Keti,Standard,500,,
12/15/2020,Gampaha,Local,Korikan,Premium,150,,
12/15/2020,Gampaha,Local,Korikan,Standard,100,,
12/22/2020,Kurunegala,Export,Peedunu,Premium,3000,,
12/22/2020,Kurunegala,Export,Peedunu,Standard,1500,,
12/22/2020,Kurunegala,Export,Kanda,Premium,3000,,
12/22/2020,Kurunegala,Export,Kanda,Standard,1500,,
12/22/2020,Kurunegala,Local,Peedunu,Premium,1200,,
12/22/2020,Kurunegala,Local,Peedunu,Standard,1200,,
12/22/2020,Kurunegala,Local,Keti,Premium,800,,
12/22/2020,Kurunegala,Local,Keti,Standard,800,,
12/22/2020,Kurunegala,Local,Korikan,Premium,150,,
12/22/2020,Kurunegala,Local,Korikan,Standard,100,,
12/22/2020,Gampaha,Export,Peedunu,Premium,3500,,
12/22/2020,Gampaha,Export,Peedunu,Standard,2200,,
12/22/2020,Gampaha,Export,Kanda,Premium,1500,,
12/22/2020,Gampaha,Export,Kanda,Standard,1000,,
12/22/2020,Gampaha,Local,Peedunu,Premium,1500,,
12/22/2020,Gampaha,Local,Peedunu,Standard,1100,,
12/22/2020,Gampaha,Local,Keti,Premium,600,,
12/22/2020,Gampaha,Local,Keti,Standard,500,,
12/22/2020,Gampaha,Local,Korikan,Premium,150,,
12/22/2020,Gampaha,Local,Korikan,Standard,100,,
12/28/2020,Kurunegala,Export,Peedunu,Premium,3000,,
12/28/2020,Kurunegala,Export,Peedunu,Standard,1500,,
12/28/2020,Kurunegala,Export,Kanda,Premium,3000,,
12/28/2020,Kurunegala,Export,Kanda,Standard,1500,,
12/28/2020,Kurunegala,Local,Peedunu,Premium,1500,,
12/28/2020,Kurunegala,Local,Peedunu,Standard,1500,,
12/28/2020,Kurunegala,Local,Keti,Premium,1000,,
12/28/2020,Kurunegala,Local,Keti,Standard,1000,,
12/28/2020,Kurunegala,Local,Korikan,Premium,150,,
12/28/2020,Kurunegala,Local,Korikan,Standard,100,,
12/28/2020,Gampaha,Export,Peedunu,Premium,2500,,
12/28/2020,Gampaha,Export,Peedunu,Standard,2200,,
12/28/2020,Gampaha,Export,Kanda,Premium,2000,,
12/28/2020,Gampaha,Export,Kanda,Standard,1500,,
12/28/2020,Gampaha,Local,Peedunu,Premium,1200,,
12/28/2020,Gampaha,Local,Peedunu,Standard,1000,,
12/28/2020,Gampaha,Local,Keti,Premium,400,,
12/28/2020,Gampaha,Local,Keti,Standard,300,,
12/28/2020,Gampaha,Local,Korikan,Premium,150,,
12/28/2020,Gampaha,Local,Korikan,Standard,100,,
1/5/2021,Kurunegala,Export,Peedunu,Premium,3000,,
1/5/2021,Kurunegala,Export,Peedunu,Standard,1500,,
1/5/2021,Kurunegala,Export,Kanda,Premium,3000,,
1/5/2021,Kurunegala,Export,Kanda,Standard,1500,,
1/5/2021,Kurunegala,Local,Peedunu,Premium,1250,,
1/5/2021,Kurunegala,Local,Peedunu,Standard,1250,,
1/5/2021,Kurunegala,Local,Keti,Premium,900,,
1/5/2021,Kurunegala,Local,Keti,Standard,900,,
1/5/2021,Kurunegala,Local,Korikan,Premium,150,,
1/5/2021,Kurunegala,Local,Korikan,Standard,100,,
1/5/2021,Gampaha,Export,Peedunu,Premium,4000,,
1/5/2021,Gampaha,Export,Peedunu,Standard,2500,,
1/5/2021,Gampaha,Export,Kanda,Premium,1500,,
1/5/2021,Gampaha,Export,Kanda,Standard,1000,,
1/5/2021,Gampaha,Local,Peedunu,Premium,1500,,
1/5/2021,Gampaha,Local,Peedunu,Standard,1500,,
1/5/2021,Gampaha,Local,Keti,Premium,800,,
1/5/2021,Gampaha,Local,Keti,Standard,700,,
1/5/2021,Gampaha,Local,Korikan,Premium,200,,
1/5/2021,Gampaha,Local,Korikan,Standard,200,,
1/12/2021,Kurunegala,Export,Peedunu,Premium,3000,,
1/12/2021,Kurunegala,Export,Peedunu,Standard,1500,,
1/12/2021,Kurunegala,Export,Kanda,Premium,3000,,
1/12/2021,Kurunegala,Export,Kanda,Standard,1500,,
1/12/2021,Kurunegala,Local,Peedunu,Premium,1500,,
1/12/2021,Kurunegala,Local,Peedunu,Standard,1500,,
1/12/2021,Kurunegala,Local,Keti,Premium,1000,,
1/12/2021,Kurunegala,Local,Keti,Standard,1000,,
1/12/2021,Kurunegala,Local,Korikan,Premium,150,,
1/12/2021,Kurunegala,Local,Korikan,Standard,100,,
1/12/2021,Gampaha,Export,Peedunu,Premium,3500,,
1/12/2021,Gampaha,Export,Peedunu,Standard,2000,,
1/12/2021,Gampaha,Export,Kanda,Premium,2000,,
1/12/2021,Gampaha,Export,Kanda,Standard,1500,,
1/12/2021,Gampaha,Local,Peedunu,Premium,1600,,
1/12/2021,Gampaha,Local,Peedunu,Standard,1200,,
1/12/2021,Gampaha,Local,Keti,Premium,600,,
1/12/2021,Gampaha,Local,Keti,Standard,500,,
1/12/2021,Gampaha,Local,Korikan,Premium,150,,
1/12/2021,Gampaha,Local,Korikan,Standard,150,,
1/19/2021,Kurunegala,Export,Peedunu,Premium,3000,,
1/19/2021,Kurunegala,Export,Peedunu,Standard,2000,,
1/19/2021,Kurunegala,Export,Kanda,Premium,2000,,
1/19/2021,Kurunegala,Export,Kanda,Standard,1500,,
1/19/2021,Kurunegala,Local,Peedunu,Premium,2000,,
1/19/2021,Kurunegala,Local,Peedunu,Standard,1500,,
1/19/2021,Kurunegala,Local,Keti,Premium,1000,,
1/19/2021,Kurunegala,Local,Keti,Standard,800,,
1/19/2021,Kurunegala,Local,Korikan,Premium,150,,
1/19/2021,Kurunegala,Local,Korikan,Standard,100,,
1/19/2021,Gampaha,Export,Peedunu,Premium,3500,,
1/19/2021,Gampaha,Export,Peedunu,Standard,2500,,
1/19/2021,Gampaha,Export,Kanda,Premium,2000,,
1/19/2021,Gampaha,Export,Kanda,Standard,1500,,
1/19/2021,Gampaha,Local,Peedunu,Premium,1200,,
1/19/2021,Gampaha,Local,Peedunu,Standard,1000,,
1/19/2021,Gampaha,Local,Keti,Premium,700,,
1/19/2021,Gampaha,Local,Keti,Standard,600,,
1/19/2021,Gampaha,Local,Korikan,Premium,250,,
1/19/2021,Gampaha,Local,Korikan,Standard,150,,
1/26/2021,Kurunegala,Export,Peedunu,Premium,3000,,
1/26/2021,Kurunegala,Export,Peedunu,Standard,2000,,
1/26/2021,Kurunegala,Export,Kanda,Premium,2000,,
1/26/2021,Kurunegala,Export,Kanda,Standard,1500,,
1/26/2021,Kurunegala,Local,Peedunu,Premium,2000,,
1/26/2021,Kurunegala,Local,Peedunu,Standard,1500,,
1/26/2021,Kurunegala,Local,Keti,Premium,1000,,
1/26/2021,Kurunegala,Local,Keti,Standard,800,,
1/26/2021,Kurunegala,Local,Korikan,Premium,150,,
1/26/2021,Kurunegala,Local,Korikan,Standard,100,,
1/26/2021,Gampaha,Export,Peedunu,Premium,4000,,
1/26/2021,Gampaha,Export,Peedunu,Standard,2500,,
1/26/2021,Gampaha,Export,Kanda,Premium,2000,,
1/26/2021,Gampaha,Export,Kanda,Standard,1500,,
1/26/2021,Gampaha,Local,Peedunu,Premium,1500,,
1/26/2021,Gampaha,Local,Peedunu,Standard,1000,,
1/26/2021,Gampaha,Local,Keti,Premium,800,,
